gkclasstype,gender,race,gkschid,gkfreelunch,gksurban,g8tmathss,g8treadss,hsgrdcol
REGULAR CLASS,FEMALE,WHITE,216536,NON-FREE LUNCH,RURAL,840,776,YES
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,777,729,YES
SMALL CLASS,FEMALE,WHITE,257905,NON-FREE LUNCH,URBAN,765,767,YES
REGULAR CLASS,FEMALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244801,NON-FREE LUNCH,SUBURBAN,802,791,YES
REGULAR CLASS,MALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244831,FREE LUNCH,SUBURBAN,NA,NA,YES
SMALL CLASS,MALE,WHITE,193423,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,866,789,YES
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,848,771,YES
REGULAR CLASS,FEMALE,BLACK,244746,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,221571,NON-FREE LUNCH,RURAL,775,775,NA
REGULAR CLASS,FEMALE,WHITE,221574,NON-FREE LUNCH,RURAL,874,773,NA
SMALL CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,793,744,YES
SMALL CLASS,FEMALE,BLACK,244839,FREE LUNCH,SUBURBAN,771,698,NA
REGULAR CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,244831,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,800,754,NA
REGULAR CLASS,MALE,WHITE,112038,FREE LUNCH,URBAN,788,787,NA
SMALL CLASS,MALE,BLACK,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,257899,FREE LUNCH,RURAL,803,737,YES
SMALL CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,244831,FREE LUNCH,SUBURBAN,786,762,YES
REGULAR CLASS,FEMALE,WHITE,244818,NON-FREE LUNCH,INNER CITY,790,767,YES
REGULAR CLASS,MALE,WHITE,244831,FREE LUNCH,SUBURBAN,760,720,NA
SMALL CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,809,851,NA
REGULAR CLASS,FEMALE,BLACK,244780,FREE LUNCH,INNER CITY,758,736,NA
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,779,769,NA
REGULAR CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,805,786,NA
SMALL CLASS,FEMALE,BLACK,161183,FREE LUNCH,RURAL,756,774,YES
SMALL CLASS,MALE,WHITE,162184,NON-FREE LUNCH,RURAL,862,822,YES
REGULAR CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,203457,NON-FREE LUNCH,RURAL,793,836,YES
SMALL CLASS,MALE,WHITE,166203,FREE LUNCH,URBAN,682,740,NO
REGULAR CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244746,FREE LUNCH,INNER CITY,782,745,YES
SMALL CLASS,MALE,WHITE,164198,NON-FREE LUNCH,RURAL,775,812,YES
REGULAR CLASS,MALE,WHITE,164198,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,164198,NON-FREE LUNCH,RURAL,749,676,NA
SMALL CLASS,MALE,BLACK,244831,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,176329,NON-FREE LUNCH,RURAL,817,778,YES
SMALL CLASS,MALE,WHITE,168214,NON-FREE LUNCH,RURAL,829,792,YES
REGULAR CLASS,MALE,WHITE,168214,NON-FREE LUNCH,RURAL,821,804,YES
SMALL CLASS,FEMALE,WHITE,168211,FREE LUNCH,RURAL,816,845,NA
REGULAR CLASS,MALE,WHITE,168211,FREE LUNCH,RURAL,831,770,NA
REGULAR CLASS,MALE,WHITE,123056,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,123056,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,189378,FREE LUNCH,RURAL,845,715,YES
REGULAR CLASS,FEMALE,WHITE,168214,NON-FREE LUNCH,RURAL,801,750,YES
SMALL CLASS,MALE,WHITE,168211,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,168211,FREE LUNCH,RURAL,821,791,NA
REGULAR CLASS,MALE,WHITE,234628,NON-FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,MALE,WHITE,169231,FREE LUNCH,INNER CITY,NA,NA,YES
REGULAR CLASS,FEMALE,BLACK,244801,NON-FREE LUNCH,SUBURBAN,812,739,YES
SMALL CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
REGULAR CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244728,FREE LUNCH,INNER CITY,768,777,YES
SMALL CLASS,FEMALE,WHITE,221574,NON-FREE LUNCH,RURAL,768,713,NA
SMALL CLASS,FEMALE,BLACK,244736,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244780,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,MALE,WHITE,225585,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,802,786,NA
REGULAR CLASS,FEMALE,WHITE,169280,NON-FREE LUNCH,SUBURBAN,783,767,YES
REGULAR CLASS,FEMALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,800,763,YES
SMALL CLASS,FEMALE,WHITE,244745,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,801,786,NA
SMALL CLASS,MALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,868,714,NA
SMALL CLASS,FEMALE,BLACK,244818,NON-FREE LUNCH,INNER CITY,NA,NA,YES
REGULAR CLASS,MALE,WHITE,169280,NON-FREE LUNCH,SUBURBAN,693,756,NO
REGULAR CLASS,MALE,BLACK,244818,NON-FREE LUNCH,INNER CITY,813,797,YES
SMALL CLASS,FEMALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,791,789,NA
SMALL CLASS,MALE,BLACK,244799,FREE LUNCH,SUBURBAN,816,812,YES
SMALL CLASS,MALE,WHITE,169280,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244755,FREE LUNCH,INNER CITY,766,755,NA
SMALL CLASS,FEMALE,BLACK,244774,FREE LUNCH,INNER CITY,767,734,NA
REGULAR CLASS,MALE,BLACK,244774,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,169231,NON-FREE LUNCH,INNER CITY,797,768,YES
REGULAR CLASS,MALE,WHITE,209510,NON-FREE LUNCH,RURAL,835,785,NO
REGULAR CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,764,763,YES
REGULAR CLASS,MALE,WHITE,201449,FREE LUNCH,RURAL,826,780,YES
REGULAR CLASS,MALE,BLACK,244796,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NO
SMALL CLASS,MALE,WHITE,221574,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,166203,NON-FREE LUNCH,URBAN,811,741,YES
SMALL CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,MALE,WHITE,225585,NON-FREE LUNCH,RURAL,NA,NA,NO
SMALL CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,725,787,YES
REGULAR CLASS,MALE,BLACK,244818,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,811,769,YES
REGULAR CLASS,MALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,758,737,YES
REGULAR CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,BLACK,169231,NON-FREE LUNCH,INNER CITY,NA,NA,YES
SMALL CLASS,FEMALE,BLACK,205492,FREE LUNCH,SUBURBAN,821,773,YES
REGULAR CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,710,704,NA
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,743,765,YES
SMALL CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,173312,NON-FREE LUNCH,RURAL,833,801,YES
REGULAR CLASS,FEMALE,WHITE,173312,FREE LUNCH,RURAL,720,727,YES
REGULAR CLASS,FEMALE,BLACK,244755,FREE LUNCH,INNER CITY,742,709,NA
REGULAR CLASS,MALE,WHITE,112038,FREE LUNCH,URBAN,774,662,YES
SMALL CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,218562,FREE LUNCH,URBAN,805,778,YES
REGULAR CLASS,FEMALE,WHITE,180344,NON-FREE LUNCH,URBAN,872,836,YES
SMALL CLASS,FEMALE,WHITE,180344,NON-FREE LUNCH,URBAN,814,792,NA
SMALL CLASS,FEMALE,WHITE,203457,FREE LUNCH,RURAL,790,892,YES
SMALL CLASS,MALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,894,862,YES
REGULAR CLASS,MALE,WHITE,203452,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,203457,FREE LUNCH,RURAL,791,764,YES
REGULAR CLASS,FEMALE,WHITE,169219,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244727,FREE LUNCH,SUBURBAN,NA,NA,YES
REGULAR CLASS,MALE,WHITE,203452,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244799,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,264945,NON-FREE LUNCH,SUBURBAN,761,769,NO
REGULAR CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,726,725,YES
REGULAR CLASS,FEMALE,WHITE,234628,NON-FREE LUNCH,RURAL,804,791,YES
SMALL CLASS,MALE,BLACK,244796,FREE LUNCH,INNER CITY,823,756,NA
REGULAR CLASS,FEMALE,BLACK,244728,NON-FREE LUNCH,INNER CITY,NA,NA,NO
SMALL CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,189378,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,802,748,YES
SMALL CLASS,MALE,BLACK,244780,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,MALE,BLACK,244839,FREE LUNCH,SUBURBAN,766,750,YES
REGULAR CLASS,MALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,189378,NON-FREE LUNCH,RURAL,845,771,NO
SMALL CLASS,FEMALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NO
SMALL CLASS,MALE,WHITE,189378,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244780,FREE LUNCH,INNER CITY,NA,NA,YES
SMALL CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,804,757,YES
REGULAR CLASS,FEMALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,783,779,YES
REGULAR CLASS,FEMALE,BLACK,244806,NON-FREE LUNCH,INNER CITY,NA,NA,YES
REGULAR CLASS,MALE,BLACK,244780,FREE LUNCH,INNER CITY,779,709,YES
SMALL CLASS,FEMALE,BLACK,244755,NON-FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,170295,FREE LUNCH,RURAL,870,802,YES
REGULAR CLASS,MALE,BLACK,201449,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,203452,NON-FREE LUNCH,RURAL,783,780,YES
REGULAR CLASS,FEMALE,WHITE,203452,FREE LUNCH,RURAL,778,738,NA
SMALL CLASS,MALE,BLACK,244728,NON-FREE LUNCH,INNER CITY,815,829,YES
REGULAR CLASS,MALE,WHITE,205488,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,781,716,NA
REGULAR CLASS,MALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,660,736,NO
SMALL CLASS,MALE,BLACK,205492,NON-FREE LUNCH,SUBURBAN,777,766,YES
REGULAR CLASS,MALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,161183,NON-FREE LUNCH,RURAL,784,847,YES
SMALL CLASS,FEMALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,763,796,YES
SMALL CLASS,MALE,WHITE,212522,FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,128068,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,BLACK,244727,FREE LUNCH,SUBURBAN,763,719,YES
SMALL CLASS,MALE,WHITE,203452,NON-FREE LUNCH,RURAL,757,853,YES
REGULAR CLASS,FEMALE,WHITE,128076,NON-FREE LUNCH,SUBURBAN,796,759,YES
SMALL CLASS,FEMALE,WHITE,128076,NON-FREE LUNCH,SUBURBAN,789,766,YES
REGULAR CLASS,MALE,BLACK,205490,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,742,717,NO
REGULAR CLASS,MALE,WHITE,128068,FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,FEMALE,BLACK,244736,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,208501,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,208501,FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,208501,NON-FREE LUNCH,RURAL,851,810,YES
REGULAR CLASS,MALE,WHITE,208503,NON-FREE LUNCH,RURAL,816,781,YES
REGULAR CLASS,MALE,WHITE,209510,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,208503,NON-FREE LUNCH,RURAL,774,669,YES
REGULAR CLASS,FEMALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,208503,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,230612,NON-FREE LUNCH,RURAL,759,730,YES
REGULAR CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,780,732,NO
SMALL CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,244818,FREE LUNCH,INNER CITY,878,850,NA
REGULAR CLASS,MALE,BLACK,244727,FREE LUNCH,SUBURBAN,794,752,YES
REGULAR CLASS,FEMALE,WHITE,212522,FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,215533,NON-FREE LUNCH,RURAL,819,791,YES
REGULAR CLASS,FEMALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,844,762,YES
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,787,781,YES
SMALL CLASS,MALE,BLACK,244780,FREE LUNCH,INNER CITY,803,760,YES
REGULAR CLASS,MALE,WHITE,193423,NON-FREE LUNCH,RURAL,799,814,NO
REGULAR CLASS,MALE,WHITE,193422,NON-FREE LUNCH,RURAL,789,747,YES
SMALL CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,762,755,YES
REGULAR CLASS,MALE,WHITE,159171,FREE LUNCH,RURAL,821,798,YES
SMALL CLASS,MALE,WHITE,170295,NON-FREE LUNCH,RURAL,794,798,YES
REGULAR CLASS,FEMALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,781,735,NA
REGULAR CLASS,FEMALE,WHITE,193422,NON-FREE LUNCH,RURAL,832,789,YES
SMALL CLASS,FEMALE,BLACK,244818,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,159171,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,159171,FREE LUNCH,RURAL,786,758,YES
SMALL CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,817,780,YES
SMALL CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,159171,FREE LUNCH,RURAL,742,665,YES
REGULAR CLASS,MALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244774,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,215533,FREE LUNCH,RURAL,771,784,NA
REGULAR CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,215533,NON-FREE LUNCH,RURAL,745,805,YES
SMALL CLASS,FEMALE,WHITE,159171,NON-FREE LUNCH,RURAL,775,744,NO
SMALL CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,193423,FREE LUNCH,RURAL,824,728,YES
SMALL CLASS,MALE,WHITE,209510,FREE LUNCH,RURAL,810,777,NA
SMALL CLASS,MALE,WHITE,209510,NON-FREE LUNCH,RURAL,839,838,YES
REGULAR CLASS,MALE,WHITE,221571,NON-FREE LUNCH,RURAL,799,782,YES
REGULAR CLASS,MALE,WHITE,221574,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,228606,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,228606,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,180344,FREE LUNCH,URBAN,830,710,YES
SMALL CLASS,MALE,WHITE,180344,NON-FREE LUNCH,URBAN,767,731,YES
SMALL CLASS,FEMALE,WHITE,228606,NON-FREE LUNCH,RURAL,808,765,YES
SMALL CLASS,MALE,BLACK,244780,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,231616,FREE LUNCH,RURAL,819,773,YES
REGULAR CLASS,FEMALE,WHITE,162184,NON-FREE LUNCH,RURAL,833,839,YES
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,781,776,NA
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,828,801,YES
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,794,773,YES
SMALL CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,802,797,YES
REGULAR CLASS,FEMALE,WHITE,176329,NON-FREE LUNCH,RURAL,826,862,YES
SMALL CLASS,FEMALE,WHITE,261927,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244818,FREE LUNCH,INNER CITY,746,751,YES
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,775,738,YES
SMALL CLASS,FEMALE,WHITE,234628,NON-FREE LUNCH,RURAL,821,842,NA
SMALL CLASS,FEMALE,BLACK,244755,FREE LUNCH,INNER CITY,808,763,NA
SMALL CLASS,MALE,BLACK,244780,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,812,753,NA
SMALL CLASS,MALE,WHITE,216536,NA,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,738,750,YES
SMALL CLASS,FEMALE,BLACK,244728,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244755,NON-FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244796,NON-FREE LUNCH,INNER CITY,779,757,YES
REGULAR CLASS,FEMALE,ASIAN,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,244745,NON-FREE LUNCH,SUBURBAN,795,775,NA
SMALL CLASS,FEMALE,BLACK,244727,FREE LUNCH,SUBURBAN,729,739,YES
REGULAR CLASS,MALE,BLACK,244818,FREE LUNCH,INNER CITY,791,737,NO
SMALL CLASS,FEMALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,799,742,YES
REGULAR CLASS,MALE,BLACK,244774,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,716,729,NA
REGULAR CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,812,765,YES
SMALL CLASS,MALE,BLACK,244774,FREE LUNCH,INNER CITY,752,723,NA
REGULAR CLASS,MALE,BLACK,169231,NON-FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,208503,NON-FREE LUNCH,RURAL,904,779,YES
REGULAR CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,837,841,YES
REGULAR CLASS,FEMALE,WHITE,208503,FREE LUNCH,RURAL,784,745,NA
REGULAR CLASS,MALE,WHITE,259915,NON-FREE LUNCH,RURAL,750,755,YES
SMALL CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,821,791,NO
REGULAR CLASS,FEMALE,BLACK,244806,NON-FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244745,FREE LUNCH,SUBURBAN,750,764,NA
SMALL CLASS,MALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
REGULAR CLASS,FEMALE,BLACK,244727,FREE LUNCH,SUBURBAN,761,738,YES
REGULAR CLASS,MALE,BLACK,244727,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,189378,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244796,FREE LUNCH,INNER CITY,NA,NA,NO
SMALL CLASS,MALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,NON-FREE LUNCH,INNER CITY,707,724,YES
REGULAR CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,YES
SMALL CLASS,FEMALE,BLACK,244774,FREE LUNCH,INNER CITY,807,798,NA
REGULAR CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244799,FREE LUNCH,SUBURBAN,775,746,YES
REGULAR CLASS,FEMALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244728,FREE LUNCH,INNER CITY,NA,NA,YES
SMALL CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,780,758,YES
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,244839,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244774,FREE LUNCH,INNER CITY,759,743,YES
REGULAR CLASS,MALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,244818,NON-FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,ASIAN,244801,NON-FREE LUNCH,SUBURBAN,840,813,NA
REGULAR CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244774,FREE LUNCH,INNER CITY,NA,NA,NA
